id,number_of_vertices,asymmetric_depth,degree_sequence,graph_representation,g6string
4276,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 6, 9, 11]}",K???Y_LXKse{
4277,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 4, 6, 10, 11]}",K???Y`cB[sEz
4278,12,2,"(6, 5, 5, 5, 5, 5, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 4, 7, 8, 9]}",K??OG[QQZFDu
4279,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 4, 7, 8, 10]}",K??R?KLCqPdn
4280,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 7, 8, 11]}",K??J?KJFQ`el
4281,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 4, 7, 9, 10]}",K??QOGLCrBd}
4282,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 7, 9, 11]}",K??I_GJFRBe{
4283,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 4, 8, 9, 10]}",K??@GScQYjB}
4284,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 8, 9, 11]}",K???ggYQZJDy
4285,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 4, 8, 10, 11]}",K???ZGLEa`ev
4286,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 4, 9, 10, 11]}",K???Y_LEbHe}
4287,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 5, 6, 7, 10]}",K?@_aOT?{Sdv
4288,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 5, 6, 7, 11]}",K??QR?EC{xDm
4289,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 5, 6, 8, 9]}",K??@HHLSSTby
4290,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 5, 6, 8, 11]}",K???YgLWKseu
4291,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 5, 6, 9, 11]}",K???Z?LTKse{
4292,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 5, 6, 10, 11]}",K???Yh_B[sEv
4293,12,2,"(6, 5, 5, 5, 5, 5, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 5, 7, 8, 9]}",K??OG[QQzBDt
4294,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 5, 7, 8, 10]}",K??QOKLCr@dn
4295,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 5, 7, 8, 11]}",K??I_KJFR@el
4296,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 5, 7, 9, 10]}",K??R?GLCqRd}
4297,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 5, 7, 9, 11]}",K??J?GJFQbe{
4298,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 5, 8, 9, 10]}",K??@GScRYbB|
4299,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 5, 8, 9, 11]}",K???ggYRZBDx
4300,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 5, 8, 10, 11]}",K???YgLEb@ev
4301,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 5, 9, 10, 11]}",K???Z?LEahe}
4302,12,2,"(6, 5, 5, 5, 5, 5, 4, 2, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 6, 7, 8, 9]}",K??GGTbSSLey
4303,12,2,"(7, 5, 5, 5, 5, 4, 4, 2, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 6, 7, 8, 10]}",K??XAOd@kEi^
4304,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 6, 7, 8, 11]}",K??I_KJWKYem
4305,12,2,"(7, 5, 5, 5, 5, 4, 4, 2, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 6, 7, 9, 10]}",K??oR?L?{Eiv
4306,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 6, 7, 9, 11]}",K??I_GJW[Ye{
4307,12,2,"(7, 5, 5, 5, 5, 4, 4, 2, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 6, 8, 9, 10]}",K??GJ?qA{JIz
4308,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 6, 8, 9, 11]}",K???WX`TSTe{
4309,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 6, 8, 10, 11]}",K??oGTOBkRK^
4310,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 6, 9, 10, 11]}",K??o?TQBkRKz
4311,12,2,"(7, 5, 5, 5, 5, 5, 4, 2, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 7, 8, 9, 10]}",K??GGKHSzDE|
4312,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 8, 9, 10, 11]}",K???WSKSZJE}
4313,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 5, 6, 7]}",K?@@OoDO|pEu
4314,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 5, 6, 8]}",K?@?oKgO|pEm
4315,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 5, 6, 9]}",K?@?oGhO|pEy
4316,12,2,"(7, 5, 5, 4, 4, 4, 3, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [3, 4, 5, 6, 10]}",K?@?pODO|oEv
4317,12,2,"(6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [3, 4, 5, 6, 11]}",KG??Wg`O}wFU
4318,12,2,"(6, 5, 5, 5, 5, 4, 3, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 5, 7, 8]}",K?@?poh@qDef
4319,12,2,"(6, 5, 5, 5, 5, 4, 3, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 5, 7, 9]}",K?@?poh@YDer
4320,12,2,"(7, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [3, 4, 5, 7, 10]}",K?@@Oow@iEen
4321,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 3, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [3, 4, 5, 7, 11]}",KG??gW{OhEjJ
4322,12,2,"(6, 5, 5, 5, 5, 4, 3, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 5, 8, 9]}",K?@?HoXKqDdt
4323,12,2,"(7, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [3, 4, 5, 8, 10]}",K?@?oKwIIEen
4324,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 3, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [3, 4, 5, 8, 11]}",KA??WdkHIEfJ
4325,12,2,"(7, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [3, 4, 5, 9, 10]}",K?@?oGwKYEd|
4326,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 3, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [3, 4, 5, 9, 11]}",KA??W`kIYEex
4327,12,2,"(7, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [3, 4, 5, 10, 11]}",KG??Wg`VAFFV
4328,12,2,"(6, 5, 5, 5, 5, 4, 3, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 6, 7, 8]}",K?@@OKWO{rEm
4329,12,2,"(6, 5, 5, 5, 5, 4, 3, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 6, 7, 9]}",K?@?oHBK[qd{
4330,12,2,"(7, 5, 5, 5, 4, 4, 3, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [3, 4, 6, 7, 10]}",K?@?p_DO{pDv
4331,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [3, 4, 6, 7, 11]}",K@??YOPG|XIu
4332,12,2,"(6, 5, 5, 5, 5, 4, 3, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [3, 4, 6, 8, 9]}",K?@?GpBKkqd{
4333,12,2,"(7, 5, 5, 5, 4, 4, 3, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [3, 4, 6, 8, 10]}",K?@?HcWO{pDv
4334,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [3, 4, 6, 8, 11]}",K??_IcWG|pHu
4335,12,2,"(7, 5, 5, 5, 4, 4, 3, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [3, 4, 6, 9, 10]}",K?@?oGhO{pEz
4336,12,2,"(6, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [3, 4, 6, 9, 11]}",K?G?gObS\gh{
