id,number_of_vertices,asymmetric_depth,degree_sequence,graph_representation,g6string
4215,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 4, 5, 8]}",K??WICxIIKeZ
4216,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 4, 5, 9]}",K??WACxKiKdx
4217,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 4, 5, 10]}",K??@hPCMIMBn
4218,12,2,"(6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 4, 5, 11]}",K??iO_B]OlKl
4219,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 4, 6, 7]}",K??Y@_BP[tDu
4220,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 4, 6, 8]}",K??AHgWP[tDu
4221,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 4, 6, 9]}",K???pGeTKqh{
4222,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 4, 6, 10]}",K???pHSHkqHz
4223,12,2,"(6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 4, 6, 11]}",K???X`cB\sIy
4224,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 4, 7, 10]}",K??Y@_BEiJDv
4225,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 4, 7, 11]}",K??oR?yBOFir
4226,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 4, 8, 9]}",K??AGsXPHidu
4227,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 4, 8, 11]}",K??GJCoNGVIt
4228,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 4, 9, 11]}",K??oOCyBRBiy
4229,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10, 12], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 3, 4, 10, 11]}",K???X`cBXsIz
4230,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 5, 6, 7]}",K??Y@_EP[tD]
4231,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 5, 6, 8]}",K???xGeSKqhm
4232,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 5, 6, 9]}",K??AH_[P[tDy
4233,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 5, 6, 10]}",K???xHOHkqHn
4234,12,2,"(6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 5, 6, 11]}",K???Xh_B\sIu
4235,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 5, 7, 10]}",K??Y@_EEiJD^
4236,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 5, 7, 11]}",K??oR?yBOLiZ
4237,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 5, 8, 9]}",K??AGs\PHadr
4238,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 5, 9, 11]}",K??GJ?{Apdiy
4239,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 3, 5, 10, 11]}",K???Xh_BXsIv
4240,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 6, 7, 8]}",K??POKRQKYkm
4241,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 6, 7, 9]}",K??POGRQ[Yk{
4242,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 6, 7, 10]}",K?@@OoDO{XEv
4243,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 6, 7, 11]}",K??I`_DA{xKu
4244,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 6, 8, 9]}",K??AIGhFSTe{
4245,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 6, 8, 10]}",K??OHSRQKWkv
4246,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 6, 8, 11]}",K???XgLSKsku
4247,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 6, 9, 10]}",K??OHORQkWk|
4248,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 6, 9, 11]}",K???X_LTKsk{
4249,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 3, 6, 10, 11]}",K???XhOB[sKv
4250,12,2,"(6, 5, 5, 5, 5, 5, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 3, 7, 8, 9]}",K??OG[QQxRKt
4251,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 7, 8, 10]}",K??POKLCqPkn
4252,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 7, 8, 11]}",K??H_KJFQ`kl
4253,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 7, 9, 10]}",K??POGLCqRk}
4254,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 7, 9, 11]}",K??H_GJFQbk{
4255,12,2,"(7, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 3, 8, 9, 10]}",K??AGTCIWzE}
4256,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 3, 8, 9, 11]}",K???ggYIYZKy
4257,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 3, 8, 10, 11]}",K???XgLEa`kv
4258,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9, 12], 4: [8, 10], 5: [9, 10], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 3, 9, 10, 11]}",K???X_LEahk}
4259,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 4, 5, 6, 7]}",K??aaODG{xBu
4260,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 4, 5, 6, 8]}",K??@IWdSKsbu
4261,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 4, 5, 6, 9]}",K??@IOdTKsb{
4262,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 4, 5, 6, 10]}",K??@IhGH[sBv
4263,12,2,"(6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 5, 6, 11]}",K???Yh_B\sEu
4264,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 4, 5, 7, 9]}",K??aOG\Gqbby
4265,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 4, 5, 7, 10]}",K??aaODFHFBv
4266,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 5, 7, 11]}",K??aaO{@hEbj
4267,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 4, 5, 8, 9]}",K??@GscSYZBu
4268,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 4, 5, 8, 10]}",K??@IWYHQ`bv
4269,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 4, 5, 9, 10]}",K??@IOYHQhb}
4270,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 5, 9, 11]}",K??GI_{ArDey
4271,12,2,"(7, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 0)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10, 12], 6: [], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2, 12], 12: [2, 4, 5, 10, 11]}",K???Yh_BXsEv
4272,12,2,"(7, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8, 12], 11: [1, 2], 12: [2, 4, 6, 7, 10]}",K??RAOR@kWdn
4273,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 9, 10, 12], 8: [1, 3, 4, 10], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 6, 7, 11]}",K??QR?DC{xDu
4274,12,2,"(6, 5, 5, 5, 5, 4, 4, 3, 2, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7, 12], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2], 12: [2, 4, 6, 8, 9]}",K??@HHHTSTb{
4275,12,2,"(6, 5, 5, 5, 4, 4, 4, 3, 3, 2, 2, 1)","{1: [7, 8, 9, 10, 11], 2: [10, 11, 12, 7], 3: [8, 9], 4: [8, 10, 12], 5: [9, 10], 6: [12], 7: [1, 2, 10, 9], 8: [1, 3, 4, 10, 12], 9: [1, 3, 5, 7], 10: [1, 2, 4, 5, 7, 8], 11: [1, 2, 12], 12: [2, 4, 6, 8, 11]}",K???ZGLSKseu
